gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Jup,2591.02040345276,-2.08732512261239,0.197904463737894,-5.49419200595925,3.92503274158575e-08,7.89042030773193e-06
Col6a1,31883.6114748725,-2.08811936144686,0.24073177055635,-4.5200488449536,6.18253652276641e-06,0.000871015015571
Lims2,272.541284434802,-2.10213696119357,0.253869597537143,-4.34135072448885,1.41609471638229e-05,0.0018848828813883
Syngr3,521.778955632766,-2.11094129828116,0.259382653912511,-4.28302078617745,1.84372939898331e-05,0.0023953025772659
Apold1,262.850800786282,-2.1178461753553,0.212753875690951,-5.25417537859146,1.48689146521872e-07,2.85483161321995e-05
Pmp22,1931.65976551218,-2.13380066634205,0.164055427210328,-6.91108295300987,4.8096768610702486e-12,1.53456984084971e-09
Tgfb2,2772.57438539568,-2.14171135180973,0.117260467206492,-9.73654104412882,2.1060101140471e-22,1.57558604946089e-19
Crip2,756.586600120103,-2.14487788926542,0.130675961607587,-8.7611973555123,1.93187232000562e-18,1.1029974172326801e-15
Col4a5,8556.39691599962,-2.1505079105202,0.280409381037437,-4.10295799043399,4.07901335811285e-05,0.0047579717106245
Stx1b,291.76580794878,-2.15502128734665,0.189753218688799,-6.08696545612185,1.1507078528849502e-09,2.86962730760826e-07
Col6a2,7482.19104177228,-2.16668406941394,0.203516805085388,-5.73261784904909,9.889227681948393e-09,2.23496545612034e-06
Itih6,74.7993211671828,-2.17948344026521,0.312841486914445,-3.7702270625883,0.0001630990879884,0.0167706057488029
Ddah2,1180.49048592115,-2.19818080051191,0.302446441387165,-3.9616296856279,7.44399315904615e-05,0.0082400446723808
Rtl3,38.9299877907463,-2.20820261225167,0.350705676322133,-3.44506146841461,0.0005709295430958,0.0491009306840144
Olfm2,1225.45409033577,-2.23737367576015,0.337462493846923,-3.66669985056602,0.0002457009073634,0.0244528756245759
C430042M11Rik,96.8078704324003,-2.26355054371386,0.364937063800502,-3.46237932249218,0.0005354219631651,0.0466526703326562
Adam19,3726.55819691891,-2.26510743361776,0.227447416533005,-5.56219742084506,2.66398671782204e-08,5.61144231357932e-06
Gm15398,228.088776137785,-2.30885369156659,0.191227284676407,-6.84449237346766,7.674752585854329e-12,2.3452314380661303e-09
Emilin2,426.310645991383,-2.3358580217873,0.271988534706912,-4.91144975366991,9.04054556836991e-07,0.0001508797512702
Hmgcs2,755.842319728993,-2.33857007495634,0.278549634773599,-4.80549930013124,1.54365778184062e-06,0.000246258817903
Prr19,22.052131503504,-2.37246435401206,0.361515684540868,-3.79641717552342,0.0001468023782983,0.0151774048016854
Frrs1l,53.6018685816905,-2.38820544609422,0.376173782382608,-3.69033013758059,0.0002239632000232,0.0225795472360593
Pou3f1,206.502803713562,-2.39503616047412,0.232080850415236,-6.01099210890575,1.84391382326005e-09,4.54608571698296e-07
Sh2d4a,33.5017642321545,-2.40626735662881,0.342721705572249,-4.10323400521347,4.07414802632113e-05,0.0047579717106245
Kif21b,2645.53151540211,-2.40863586297148,0.273059018033249,-5.15872309626468,2.48639715415894e-07,4.57159937768071e-05
Fam20c,26.4058753088482,-2.42259147881641,0.410687476069759,-3.46392710201556,0.0005323507542234,0.046572104692064
Klk7,56.54227927798,-2.45040639058972,0.24447100717633,-5.93283599287333,2.9774623963859703e-09,7.09879386285605e-07
Sdk2,68.3700117606833,-2.452205666517,0.227159027183104,-6.39290317679707,1.62765335590882e-10,4.30653258656071e-08
Gm36229,30.3264327619392,-2.45373341286762,0.392978401009533,-3.69927051749685,0.0002162200435677,0.0220239909166445
